DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
C0080,P0080 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0081,P0081 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0082,P0082 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0083,P0083 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0084,P0084 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0085,P0085 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0086,P0086 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0087,P0087 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0088,P0088 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0089,P0089 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0090,P0090 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0091,P0091 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0092,P0092 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0093,P0093 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0094,P0094 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0095,P0095 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0096,P0096 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0097,P0097 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0098,P0098 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0099,P0099 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0100,P0100 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0101,P0101 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0102,P0102 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0103,P0103 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0104,P0104 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
C0105,P0105 OBD Code,"Şasi, ABS / ESP Fren Sistemi & Süspansiyon",MEDIUM,3,3
B0046,P0046 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0047,P0047 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0048,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0049,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0050,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0051,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0052,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0053,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0054,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0055,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0056,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0057,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0058,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0059,P0059 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0060,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0061,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0062,P0062 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0063,P0063 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0064,P0064 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0065,P0065 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0066,P0066 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0067,P0067 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0068,P0068 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0069,P0069 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0070,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0071,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0072,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0073,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0074,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0075,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0076,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0077,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0078,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0079,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0080,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0081,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0082,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0083,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0084,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0085,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0086,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0087,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0088,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0089,P0089 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0090,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0091,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0092,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,4
B0093,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0094,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0095,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0096,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0097,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0098,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0099,Body DTC Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0100,P0100 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0101,P0101 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0102,P0102 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0103,P0103 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0104,P0104 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
B0105,P0105 OBD Code,"Gövde Elektroniği, Aydınlatma & BCM",MEDIUM,3,3
U0074,Control Module Communication Bus B Off,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0075,P0075 OBD Code,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0107,Lost Communication with Throttle Actuator Control (TAC) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0108,Lost Communication with Alternate Fuel Control Module (AFCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0109,Lost Communication with Fuel Pump Control Module (FPCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0110,Lost Communication with Drive Motor Control Module (DMCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0111,Lost Communication with Battery Energy Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0114,Lost Communication with Four-Wheel Drive Clutch Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0115,"Lost Communication With ECM/PCM ""B""",CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0116,Lost Communication with Coolant Temperature Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0117,Lost Communication with PTO Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0118,Lost Communication with Fuel Additive Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0119,Lost Communication with Fuel Cell Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0120,Lost Communication with Starter Generator Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0121,Lost Communication With Anti-Lock Brake System (ABS) Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,CRITICAL_STOP,5,3
U0122,Lost Communication With Vehicle Dynamics Control (VDC) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0123,Lost Communication With Yaw Rate Sensor (YRS) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0124,Lost Communication With Lateral Acceleration Sensor (LAS) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0125,Lost Communication With Multi-Axis Acceleration Sensor (MAS) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0127,Lost Communication with Tire Pressure Monitor Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0128,Lost Communication with Park Brake Control Module (PBCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,CRITICAL_STOP,5,3
U0129,Lost Communication with Brake System Control Module (BSCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,CRITICAL_STOP,5,3
U0130,Lost Communication with Steering Effort Control Module (SECM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0131,Lost Communication with Power Steering Control Module (PSCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0132,Lost Communication with Ride Level Control Module (RLCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0133,Lost Communication with Active Roll Control Module (ARCM),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0134,Lost Communication with Rear Power Steering Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0135,Lost Communication with Front Differential Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0136,Lost Communication with Rear Differential Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0137,Lost Communication with Trailer Brake Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,CRITICAL_STOP,5,3
U0138,Lost Communication with All Terrain Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0139,Lost Communication with Suspension Control Module B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0140,Lost Communication With Body Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0141,"Lost Communication With Body Control Module ""A""",CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0142,"Lost Communication With Body Control Module ""B""",CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0143,"Lost Communication With Body Control Module ""C""",CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0144,"Lost Communication With Body Control Module ""D""",CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0145,"Lost Communication With Body Control Module ""E""",CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,3,3
U0146,Lost Communication With Gateway A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0147,Lost Communication With Gateway B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0148,Lost Communication With Gateway C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0149,Lost Communication With Gateway D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0150,Lost Communication With Gateway E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0151,Lost Communication with Restraints Control (RCM) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0152,Lost Communication with Side Restraints Control Module (Left),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0153,Lost Communication with Side Restraints Control Module (Right),CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0154,Lost Communication with Restraints Occupant Sensing Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0155,Lost Communication with Instrument Panel Control (IPC) Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0156,Lost Communication With Information Center A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0157,Lost Communication With Information Center B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0158,Lost Communication With Head Up Display,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0159,Lost Communication With Park Assist Control Module A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0160,Lost Communication With Audible Alert Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0161,Lost Communication With Compass Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0162,Lost Communication With Navigation Display Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0163,Lost Communication With Navigation Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0164,Lost Communication With HVAC Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0165,Lost Communication With Rear HVAC Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0166,Lost Communication With Auxiliary Heater Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0167,Lost Communication With Vehicle Immobilizer Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0168,Lost Communication With Vehicle Security Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0169,Lost Communication With Sunroof Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0170,Lost Communication With Restraints System Sensor A,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0171,Lost Communication With Restraints System Sensor B,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0172,Lost Communication With Restraints System Sensor C,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0173,Lost Communication With Restraints System Sensor D,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0174,Lost Communication With Restraints System Sensor E,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0175,Lost Communication With Restraints System Sensor F,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0176,Lost Communication With Restraints System Sensor G,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0177,Lost Communication With Restraints System Sensor H,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0178,Lost Communication With Restraints System Sensor I,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0179,Lost Communication With Restraints System Sensor J,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0180,Lost Communication With Automatic Lighting Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,5,3
U0181,Lost Communication With Dynamic Headlight Leveling Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0182,Lost Communication With Lighting Control Module - Front,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0183,Lost Communication With Lighting Control Module - Rear,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
U0184,Lost Communication With Radio,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,LOW,4,3
U0185,Lost Communication With Antenna Control Module,CAN-Bus & Ağ Haberleşme / ECU İletişim Kaybı,MEDIUM,4,3
P2090,B Camshaft Position Actuator Control Circuit Low Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2091,B Camshaft Position Actuator Control Circuit High Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2092,A Camshaft Position Actuator Control Circuit Low Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2093,A Camshaft Position Actuator Control Circuit High Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2094,B Camshaft Position Actuator Control Circuit Low Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2095,B Camshaft Position Actuator Control Circuit High Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",LOW,5,4
P2096,Post Catalyst Fuel Trim System Too Lean Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",CRITICAL_STOP,5,4
P2097,Post Catalyst Fuel Trim System Too Rich Bank 1,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,2
P2098,Post Catalyst Fuel Trim System Too Lean Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",CRITICAL_STOP,5,4
P2099,Post Catalyst Fuel Trim System Too Rich Bank 2,"Yakıt, Emisyon & SCR / AdBlue Dozaj Sistemi",MEDIUM,5,2
P2100,Throttle Actuator A Control Motor Circuit Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2103,Throttle Actuator A Control Motor Circuit High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2104,Throttle Actuator Control System - Forced Idle,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,4
P2105,Throttle Actuator Control System - Forced Engine Shutdown,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,4
P2106,Throttle Actuator Control System - Forced Limited Power,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,CRITICAL_STOP,5,4
P2107,Throttle Actuator Control Module Processor,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2108,Throttle Actuator Control Module Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2109,Throttle/Pedal Position Sensor A Minimum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2111,Throttle Actuator Control System Stuck Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2112,Throttle Actuator Control System Stuck Closed,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2113,Throttle/Pedal Position Sensor B Minimum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2114,Throttle/Pedal Position Sensor C Minimum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2115,Throttle/Pedal Position Sensor D Minimum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2116,Throttle/Pedal Position Sensor E Minimum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2117,Throttle/Pedal Position Sensor F Minimum Stop Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2118,Throttle Actuator Control Motor Current Range,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2119,Throttle Actuator Control Throttle Body Range,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2120,Throttle Position Sensor/Swith C Circuit Malfunction,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2121,Throttle Position Sensor D Circuit Range/Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2122,Throttle Position Sensor D Circuit Low Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,4
P2123,Throttle Position Sensor/Switch D Circuit High Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,1
P2124,Throttle Position Sensor/Switch D Circuit Intermittent,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,2
P2126,Throttle Position Sensor E Circuit Range/Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2127,Throttle Position Sensor E Circuit Low Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,4
P2128,Throttle Position Sensor/Switch E Circuit High Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,1
P2129,Throttle Position Sensor/Switch E Circuit Intermittent,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,2
P2130,Throttle Position Sensor/Swith F Circuit Malfunction,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2131,Throttle Position Sensor F Circuit Range/Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2132,Throttle Position Sensor F Circuit Low Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,4
P2133,Throttle Position Sensor/Switch F Circuit High Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,1
P2134,Throttle Position Sensor/Switch F Circuit Intermittent,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,2
P2135,TPS Sensor Voltage Correlation DTC,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2136,Throttle Pedal Sensor Voltage Correlation DTC,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2137,Throttle/Pedal Sensor Voltage Correlation Code,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2138,Throttle/Pedal Pos Sensor Voltage Correlation DTC,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2139,Throttle/Pedal Pos Sensor Voltage Correlation DTC,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2140,Throttle/Pedal Pos Sensor Voltage Correlation DTC,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,4
P2141,EGR Throttle Position Control Circuit A Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2142,EGR Throttle Position Control Circuit A High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,4,3
P2143,Exhaust Gas Recirculation Vent Control Circuit /Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2144,Exhaust Gas Recirculation Vent Control Circuit Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2145,Exhaust Gas Recirculation Vent Control Circuit High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2146,Fuel Injector Group A Circuit/Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2147,Fuel Injector Group A Circuit Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2148,Fuel Injector Group A Circuit High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2149,Fuel Injector Group B Circuit/Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2153,Fuel Injector Group C Circuit Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2154,Fuel Injector Group C Circuit High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2155,Fuel Injector Group D Circuit/Open,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2156,Fuel Injector Group D Circuit Low,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2157,Fuel Injector Group D Circuit High,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,3
P2158,Vehicle Speed Sensor B VSS Malfunction,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2159,Vehicle Speed Sensor B Range/Performance,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,3,3
P2160,Vehicle Speed Sensor B Low Input,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,2
P2161,Vehicle Speed Sensor B Intermittent,Elektronik Gaz Kelebeği & Yakıt Enjeksiyonu,MEDIUM,5,2
